,iso2,nc_2,flow,sum_2016,sum_2017,sum_2018,sum_2019,sum_2020,sum_2021,name
1639,ES,39,2,9997346536.0,11056646041.0,11610532734.0,11321033028.0,10376485719.0,13717037002.0,Spain
1640,ES,40,1,3509991354.0,3845606811.0,3797971810.0,3741380935.0,3481396749.0,4273937201.0,Spain
1641,ES,40,2,3414778188.0,3625934435.0,3842497440.0,3790781823.0,3416307338.0,4124855887.0,Spain
1642,ES,41,1,616967159.0,578217758.0,630530761.0,559428529.0,374192326.0,423894872.0,Spain
1643,ES,41,2,664840366.0,671934683.0,675087595.0,623678820.0,477197437.0,584964708.0,Spain
1644,ES,42,1,1684479761.0,1718694733.0,1771483657.0,1952597970.0,1346413949.0,1508323858.0,Spain
1645,ES,42,2,1152391757.0,1242786937.0,1296620722.0,1386513723.0,1138719182.0,1337903061.0,Spain
1646,ES,43,1,28288784.0,29158206.0,31457667.0,28894115.0,24215725.0,26874809.0,Spain
1647,ES,43,2,74835036.0,86153902.0,109684037.0,99176642.0,63301356.0,72383722.0,Spain
1648,ES,44,1,1268458079.0,1355928422.0,1700391289.0,1747981881.0,1482452674.0,1932952112.0,Spain
1649,ES,44,2,1385844136.0,1520160149.0,1679481905.0,1674351438.0,1623214074.0,2099706978.0,Spain
1650,ES,45,1,121519742.0,140160654.0,213122740.0,236298561.0,177767300.0,206975207.0,Spain
1651,ES,45,2,257833198.0,302450224.0,351885415.0,357444522.0,324621278.0,372568551.0,Spain
1652,ES,46,1,44884274.0,46086100.0,54068051.0,65624988.0,58010872.0,93238040.0,Spain
1653,ES,46,2,13088101.0,14129370.0,23954206.0,35825944.0,37336534.0,51442643.0,Spain
1654,ES,47,1,861230802.0,868769413.0,904903521.0,778457102.0,667472707.0,947310616.0,Spain
1655,ES,47,2,594503539.0,715261584.0,714511301.0,558048854.0,519934702.0,714937429.0,Spain
1656,ES,48,1,3482483723.0,3596963890.0,3995478475.0,3892655436.0,3368148633.0,3949302093.0,Spain
1657,ES,48,2,3401295689.0,3469505361.0,3742789284.0,3825197910.0,3570945976.0,4316661566.0,Spain
1658,ES,49,1,522339263.0,543114769.0,586541830.0,672188370.0,552943015.0,570167042.0,Spain
1659,ES,49,2,777570368.0,798842467.0,830408899.0,819059599.0,650473744.0,709786226.0,Spain
1660,ES,50,1,11139072.0,9637838.0,12563713.0,10179794.0,8808193.0,9769781.0,Spain
1661,ES,50,2,3030450.0,3156287.0,4286215.0,3613767.0,3525875.0,4652299.0,Spain
1662,ES,51,1,95597309.0,99335872.0,109203738.0,106373049.0,89209661.0,103896815.0,Spain
1663,ES,51,2,115301555.0,121177475.0,123236634.0,120538435.0,89069256.0,102993044.0,Spain
1664,ES,52,1,481053392.0,477696881.0,442811992.0,401372686.0,320446787.0,426624959.0,Spain
1665,ES,52,2,672692276.0,623202155.0,572331946.0,619603890.0,458215394.0,637464899.0,Spain
1666,ES,53,1,66739921.0,64617658.0,93523000.0,103768427.0,88283553.0,125871663.0,Spain
1667,ES,53,2,33587253.0,32405460.0,52637687.0,76113583.0,54629904.0,93738930.0,Spain
1668,ES,54,1,677980788.0,749148586.0,797870634.0,772488528.0,595172687.0,767943250.0,Spain
1669,ES,54,2,607765226.0,700318165.0,716838201.0,717884200.0,592551742.0,717734511.0,Spain
1670,ES,55,1,661435390.0,705524552.0,730860047.0,760678995.0,572894719.0,749280012.0,Spain
1671,ES,55,2,496084521.0,670397277.0,703839173.0,684727708.0,519559229.0,629500918.0,Spain
1672,ES,56,1,393376713.0,414869156.0,452695501.0,463146535.0,473841181.0,534345049.0,Spain
1673,ES,56,2,428822750.0,467971875.0,522386816.0,546684556.0,522506710.0,605724920.0,Spain
1674,ES,57,1,170748981.0,187146699.0,215159286.0,235290960.0,190253237.0,264389595.0,Spain
1675,ES,57,2,100487902.0,114173843.0,124315458.0,125290461.0,118675553.0,144503160.0,Spain
1676,ES,58,1,130479762.0,127373549.0,162293519.0,147732179.0,111596816.0,132578587.0,Spain
1677,ES,58,2,170502498.0,182667932.0,196362726.0,171261920.0,132674177.0,171232391.0,Spain
1678,ES,59,1,324337112.0,304445480.0,344911767.0,346682787.0,283526681.0,326073493.0,Spain
1679,ES,59,2,315792291.0,338089053.0,363552246.0,359671359.0,301122616.0,342048368.0,Spain
1680,ES,60,1,247520857.0,225526492.0,243551277.0,246101519.0,175433283.0,225312264.0,Spain
1681,ES,60,2,357527717.0,358243366.0,381180355.0,384647531.0,309739081.0,392036043.0,Spain
1682,ES,61,1,6902316401.0,7068790948.0,7338411112.0,8025556158.0,6836513240.0,7867694217.0,Spain
1683,ES,61,2,4477932297.0,4950223229.0,4914436617.0,5345099134.0,4609245550.0,6012592035.0,Spain
1684,ES,62,1,8508120716.0,8961230211.0,9393866279.0,9835495474.0,7821510225.0,8408790761.0,Spain
1685,ES,62,2,6862513867.0,7591850421.0,7468119346.0,7902155710.0,5991167916.0,7668919922.0,Spain
1686,ES,63,1,1184054339.0,1212846524.0,1244569822.0,1270464689.0,3143094170.0,1639535932.0,Spain
1687,ES,63,2,692179184.0,779015375.0,829341067.0,804713307.0,759446248.0,828662393.0,Spain
1688,ES,64,1,3038159667.0,3183615434.0,3278552113.0,3622393461.0,2969218208.0,3431319957.0,Spain
1689,ES,64,2,2828555604.0,2926776727.0,3066628808.0,3104348021.0,2557030056.0,2887092285.0,Spain
1690,ES,65,1,211505361.0,231293605.0,247376952.0,245900059.0,211596967.0,273636006.0,Spain
1691,ES,65,2,119094427.0,126330925.0,130623989.0,139753664.0,130492142.0,174159945.0,Spain
1692,ES,66,1,81470001.0,74436511.0,79695433.0,76312395.0,68350662.0,95864909.0,Spain
1693,ES,66,2,27189509.0,25098984.0,33399734.0,29853767.0,26259871.0,40826359.0,Spain
1694,ES,67,1,49897207.0,55884776.0,64124391.0,73198282.0,60330945.0,88768259.0,Spain
1695,ES,67,2,11326617.0,12143451.0,17738061.0,18900052.0,16836211.0,23364951.0,Spain
1696,ES,68,1,661305515.0,694763031.0,786225494.0,835825379.0,699547721.0,852319105.0,Spain
1697,ES,68,2,1639736813.0,1730298153.0,1904430795.0,1989505181.0,1784840896.0,2197684676.0,Spain
1698,ES,69,1,503818967.0,550863176.0,659835876.0,646462998.0,564512711.0,754373571.0,Spain
1699,ES,69,2,3103602315.0,3249195782.0,3347594455.0,3466318935.0,3547215535.0,4512865811.0,Spain
1700,ES,70,1,1571491694.0,1686608028.0,1709772452.0,1696103844.0,1477970286.0,1855980434.0,Spain
1701,ES,70,2,1329657098.0,1309253640.0,1365452371.0,1391524760.0,1329984678.0,1606215036.0,Spain
1702,ES,71,1,1736982109.0,1777290308.0,1657794644.0,1907790587.0,1683641604.0,2960762333.0,Spain
1703,ES,71,2,2019767323.0,1914974554.0,1804322799.0,2223919752.0,2339743939.0,3352197256.0,Spain
1704,ES,72,1,6851251038.0,8864593637.0,9793630310.0,8999079500.0,7091582251.0,11424480415.0,Spain
1705,ES,72,2,5699062406.0,6972106830.0,7621649675.0,6994285164.0,5627320911.0,9117717297.0,Spain
1706,ES,73,1,3779676575.0,4126508564.0,4531852000.0,4708769993.0,4027210603.0,5078914711.0,Spain
1707,ES,73,2,6197740423.0,6690446331.0,7315666020.0,7117740678.0,6521653274.0,7914167961.0,Spain
1708,ES,74,1,1326210576.0,1710582796.0,1866151524.0,1915461327.0,1744068477.0,2500496422.0,Spain
1709,ES,74,2,2523987543.0,3008424169.0,2988102567.0,2698213151.0,2686667597.0,3878867716.0,Spain
1710,ES,75,1,318834051.0,340142022.0,426798837.0,399570966.0,319461335.0,378584380.0,Spain
1711,ES,75,2,30319981.0,38444240.0,42128987.0,54502394.0,42041242.0,49886802.0,Spain
1712,ES,76,1,2767026677.0,3203154204.0,3607543079.0,3643860991.0,3329601513.0,4470284571.0,Spain
1713,ES,76,2,3163091957.0,3695612743.0,3755897132.0,3629043999.0,3212729990.0,4843065608.0,Spain
1714,ES,78,1,248087544.0,341345447.0,294558135.0,276101965.0,226635368.0,287592713.0,Spain
1715,ES,78,2,27624136.0,40346178.0,34900577.0,36256998.0,28484274.0,42578658.0,Spain
1716,ES,79,1,64021128.0,93567499.0,117929089.0,105120280.0,91205050.0,165145009.0,Spain
1717,ES,79,2,748914086.0,1154561570.0,1068364666.0,1338351473.0,907887675.0,1254953455.0,Spain
1718,ES,80,1,108227160.0,125010904.0,157631223.0,136047020.0,109381851.0,216211634.0,Spain
1719,ES,80,2,68007897.0,67278977.0,80124476.0,73654968.0,56020279.0,113702577.0,Spain
1720,ES,81,1,178614065.0,207522546.0,217355129.0,198257530.0,158655630.0,217173774.0,Spain
1721,ES,81,2,54408943.0,59861594.0,58782665.0,53073175.0,49522677.0,63919664.0,Spain
1722,ES,82,1,1006509385.0,1088329916.0,1214460798.0,1167489298.0,947956695.0,1149746025.0,Spain
1723,ES,82,2,754542691.0,1013879514.0,1025844933.0,948710000.0,822829872.0,849678214.0,Spain
1724,ES,83,1,1344239701.0,1493241533.0,1606580257.0,1626614377.0,1367958589.0,1673124936.0,Spain
1725,ES,83,2,1215132090.0,1317574401.0,1409152134.0,1434257191.0,1342565373.0,1572062365.0,Spain
1726,ES,84,1,28419528960.0,30421939233.0,32483064245.0,33159709640.0,29157928385.0,32963711416.0,Spain
1727,ES,84,2,20081007246.0,20993625203.0,22029963549.0,22232314811.0,19861073392.0,22260279095.0,Spain
1728,ES,85,1,22571088583.0,23878319248.0,25566622105.0,26960914297.0,26281160496.0,30294836804.0,Spain
1729,ES,85,2,14530827337.0,15218723578.0,16665080048.0,16465394062.0,15598495105.0,17285283551.0,Spain
1730,ES,86,1,280422820.0,257944973.0,369647813.0,397947384.0,423993752.0,542076481.0,Spain
1731,ES,86,2,1183632987.0,1480913289.0,1523652098.0,2260751883.0,1262096727.0,1473322861.0,Spain
1732,ES,87,1,38480590435.0,40813849173.0,40612081018.0,40383461414.0,31037960604.0,34057952813.0,Spain
1733,ES,87,2,50066360532.0,49441041412.0,48745691283.0,48616781195.0,43930896106.0,46370982367.0,Spain
1734,ES,88,1,3900758682.0,5067715398.0,3326940819.0,3216705235.0,2654737864.0,2366108298.0,Spain
1735,ES,88,2,6247646290.0,6017926999.0,5247800771.0,6141190942.0,4381617052.0,4005378742.0,Spain
1736,ES,89,1,323744243.0,704507335.0,374483246.0,775060499.0,382299675.0,548224111.0,Spain
1737,ES,89,2,611977708.0,891368171.0,617829521.0,715593887.0,729980509.0,1273075854.0,Spain
1738,ES,90,1,7738797576.0,7752489513.0,7976709080.0,8256176437.0,7899770584.0,8755761553.0,Spain
1739,ES,90,2,3006978106.0,3152038799.0,3094427651.0,3244058919.0,2982935379.0,3358928220.0,Spain
1740,ES,91,1,791535911.0,744958942.0,684742262.0,684901452.0,488138852.0,615213653.0,Spain
1741,ES,91,2,444489103.0,412265290.0,378110216.0,360138967.0,301473296.0,393411386.0,Spain
1742,ES,92,1,121529609.0,123356420.0,134970138.0,151512249.0,150088326.0,162907971.0,Spain
1743,ES,92,2,32535711.0,36338167.0,48854200.0,52698324.0,56223637.0,69477697.0,Spain
1744,ES,93,1,85662960.0,117741477.0,143000063.0,137543188.0,147752084.0,224279492.0,Spain
1745,ES,93,2,179327765.0,427489176.0,521617941.0,413806626.0,408792880.0,509201451.0,Spain
1746,ES,94,1,3900875300.0,4046260588.0,4382469138.0,4480398552.0,3986384465.0,5044099667.0,Spain
1747,ES,94,2,3166345871.0,3325828866.0,3508582297.0,3777605318.0,3300296095.0,4032375165.0,Spain
1748,ES,95,1,2413325611.0,3026572601.0,2917395426.0,2975346335.0,2686334635.0,3611316941.0,Spain
1749,ES,95,2,1163711820.0,1679286964.0,1816665712.0,2007985794.0,1971072178.0,2192341129.0,Spain
1750,ES,96,1,836905065.0,885384050.0,999133507.0,1049763961.0,928130962.0,1055180623.0,Spain
1751,ES,96,2,699359049.0,685829638.0,709623463.0,750572803.0,726461077.0,814379843.0,Spain
1752,ES,97,1,81975340.0,76658329.0,76721602.0,94883239.0,71585196.0,131198205.0,Spain
1753,ES,97,2,96094467.0,92832571.0,110141960.0,114384716.0,368399111.0,152776392.0,Spain
1754,ES,99,1,332480902.0,160618497.0,169265852.0,219008072.0,182410132.0,67607869.0,Spain
1755,ES,99,2,2605950381.0,2034446811.0,2042220900.0,2098962401.0,2513160995.0,2903811670.0,Spain
1756,ES,TO,1,281056846051.0,311651204361.0,330635838448.0,332958517541.0,285215361336.0,354170259039.0,Spain
1757,ES,TO,2,262041297812.0,283094637249.0,293458781698.0,298336951752.0,269520957338.0,325263672979.0,Spain
1758,FI,01,1,6013638.0,5614657.0,6920686.0,7605891.0,7926566.0,9535979.0,Finland
1759,FI,01,2,10081646.0,7540997.0,4559230.0,5640312.0,6322144.0,5340331.0,Finland
1760,FI,02,1,210383349.0,222812502.0,234601396.0,217226370.0,182509346.0,181654917.0,Finland
1761,FI,02,2,108253106.0,104102296.0,91854103.0,142987639.0,163601874.0,155305608.0,Finland
1762,FI,03,1,286857848.0,404039960.0,416719336.0,372642503.0,352436601.0,361208342.0,Finland
1763,FI,03,2,49033220.0,138749650.0,170120454.0,155533558.0,180837324.0,175768280.0,Finland
1764,FI,04,1,361130908.0,357088281.0,377210254.0,358354226.0,364526959.0,352772186.0,Finland
1765,FI,04,2,357145926.0,401130359.0,385503968.0,425367467.0,441859962.0,430519040.0,Finland
1766,FI,05,1,29739395.0,31014974.0,35107953.0,27163886.0,25158232.0,20977941.0,Finland
1767,FI,05,2,8737020.0,9867871.0,8978743.0,5755823.0,4697605.0,5247902.0,Finland
1768,FI,06,1,142899473.0,154463185.0,147755203.0,149287628.0,131091162.0,138321038.0,Finland
1769,FI,06,2,7864004.0,9327965.0,8824071.0,11864489.0,9875805.0,12120311.0,Finland
1770,FI,07,1,253180936.0,268913458.0,269326493.0,278979841.0,274244753.0,281152596.0,Finland
1771,FI,07,2,6297839.0,8119927.0,10848083.0,14134363.0,9922666.0,13796916.0,Finland
1772,FI,08,1,453583261.0,465263715.0,484647070.0,478280949.0,517025601.0,509522525.0,Finland
1773,FI,08,2,34304990.0,32479099.0,26199667.0,24620113.0,28512769.0,34703673.0,Finland
1774,FI,09,1,284339702.0,301101920.0,254181218.0,288308886.0,259507132.0,265713243.0,Finland
1775,FI,09,2,63111222.0,71591415.0,43171017.0,42263395.0,42782786.0,47583974.0,Finland
1776,FI,10,1,28335149.0,37183363.0,52006140.0,41655113.0,35328826.0,58867289.0,Finland
1777,FI,10,2,121399254.0,109253902.0,80313254.0,120129041.0,140353875.0,99150449.0,Finland
1778,FI,11,1,33011659.0,33227565.0,32526330.0,34486327.0,31755630.0,38406715.0,Finland
1779,FI,11,2,49187790.0,47576734.0,49346069.0,56530425.0,61000034.0,62248062.0,Finland
1780,FI,12,1,96391075.0,94443870.0,104284533.0,94808895.0,97183597.0,132496136.0,Finland
1781,FI,12,2,3251856.0,2694486.0,2759269.0,2033040.0,1794848.0,3014292.0,Finland
1782,FI,13,1,11635302.0,12496710.0,12618213.0,13470192.0,13498708.0,13904936.0,Finland
1783,FI,13,2,2022565.0,2342772.0,3155777.0,2747821.0,2501246.0,1424435.0,Finland
1784,FI,14,1,342420.0,425698.0,436370.0,1170576.0,1292629.0,1313332.0,Finland
1785,FI,14,2,35377.0,24485.0,64609.0,41172.0,20903.0,29825.0,Finland
1786,FI,15,1,433902495.0,412703717.0,355314695.0,316330453.0,448339143.0,532807927.0,Finland
1787,FI,15,2,31859311.0,23466570.0,29447119.0,23708400.0,23245070.0,32848738.0,Finland
1788,FI,16,1,204914484.0,211436562.0,221497299.0,234032592.0,198176280.0,194691366.0,Finland
1789,FI,16,2,16420329.0,16890634.0,17258463.0,14043799.0,13541036.0,19660964.0,Finland
1790,FI,17,1,154956695.0,160963719.0,131443257.0,153626887.0,150745794.0,160060163.0,Finland
1791,FI,17,2,78884694.0,69072685.0,60136993.0,67896958.0,72007306.0,65915445.0,Finland
1792,FI,18,1,155731447.0,179344480.0,164077683.0,177463235.0,175216136.0,176516989.0,Finland
1793,FI,18,2,67131100.0,68313134.0,60481912.0,75001301.0,107022309.0,73455377.0,Finland
1794,FI,19,1,389465373.0,411035747.0,414390305.0,430030978.0,442303833.0,471154277.0,Finland
1795,FI,19,2,80462616.0,84687672.0,97035519.0,104484856.0,106107928.0,104434750.0,Finland
1796,FI,20,1,276130771.0,269890089.0,280161716.0,291916580.0,301420788.0,307237180.0,Finland
1797,FI,20,2,13151146.0,10752576.0,12232758.0,11185853.0,13338102.0,15471642.0,Finland
1798,FI,21,1,367239327.0,370746027.0,384114823.0,400364594.0,409251346.0,423825288.0,Finland
1799,FI,21,2,105365165.0,111761068.0,122868234.0,131416289.0,138805115.0,149295738.0,Finland
1800,FI,22,1,431663351.0,488853091.0,545268885.0,552200073.0,537354406.0,569971548.0,Finland
1801,FI,22,2,164342656.0,185840964.0,176081222.0,185595196.0,162441865.0,179691614.0,Finland
1802,FI,23,1,343654745.0,317579705.0,324326404.0,336783823.0,340179454.0,375894191.0,Finland
1803,FI,23,2,48382466.0,67761455.0,60675386.0,91320104.0,87825646.0,102614071.0,Finland
1804,FI,24,1,92359445.0,136352081.0,128108176.0,104792253.0,118356059.0,65979876.0,Finland
1805,FI,24,2,62288481.0,51936607.0,52895379.0,51690216.0,23434112.0,24652054.0,Finland
1806,FI,25,1,310466544.0,351088507.0,384026601.0,347283865.0,304182547.0,331597932.0,Finland
1807,FI,25,2,133207228.0,122486316.0,141735650.0,157768156.0,144678380.0,158261261.0,Finland
1808,FI,26,1,1378149847.0,1744604067.0,1765043007.0,1722167093.0,1894613289.0,2979990350.0,Finland
1809,FI,26,2,196968825.0,428960778.0,498632850.0,478570452.0,506307896.0,865681602.0,Finland
1810,FI,27,1,7181511906.0,8656691865.0,10524702623.0,10162541717.0,6470879717.0,9918275666.0,Finland
1811,FI,27,2,4188636665.0,5058638004.0,5850644994.0,6185246268.0,4296087722.0,5088046195.0,Finland
1812,FI,28,1,483576955.0,584640431.0,723240159.0,665719895.0,575722751.0,760605584.0,Finland
1813,FI,28,2,582396784.0,737291026.0,900074474.0,731041249.0,703350495.0,859952376.0,Finland
1814,FI,29,1,842020863.0,1012953783.0,1073284049.0,983237490.0,806974904.0,1185139170.0,Finland
1815,FI,29,2,763911705.0,887528419.0,845224998.0,885713868.0,718725324.0,792075582.0,Finland
1816,FI,30,1,2010846806.0,1937181608.0,1982764958.0,1996382793.0,2157221456.0,2300280788.0,Finland
1817,FI,30,2,838908858.0,746975854.0,735862456.0,668643220.0,839298341.0,1042734950.0,Finland
1818,FI,31,1,159637252.0,151010391.0,166363543.0,180378478.0,201992680.0,263397229.0,Finland
1819,FI,31,2,315501868.0,391982227.0,410660889.0,415773823.0,414421602.0,698381625.0,Finland
1820,FI,32,1,285754796.0,306213025.0,318657082.0,348946973.0,343945563.0,346492488.0,Finland
1821,FI,32,2,410510110.0,289530234.0,281392334.0,302221236.0,294286623.0,301482327.0,Finland
1822,FI,33,1,258282253.0,289778522.0,310659810.0,317976129.0,318063903.0,339311657.0,Finland
1823,FI,33,2,53654649.0,59155837.0,62950804.0,70883068.0,110942193.0,85985065.0,Finland
1824,FI,34,1,270195236.0,270748338.0,290906269.0,294572276.0,298308834.0,306020998.0,Finland
1825,FI,34,2,104932120.0,110068373.0,111877563.0,114278632.0,109188683.0,104975065.0,Finland
1826,FI,35,1,183699545.0,174318397.0,176548494.0,184787040.0,192217129.0,181470274.0,Finland
1827,FI,35,2,267748215.0,270230067.0,277658912.0,287092551.0,278601855.0,300877780.0,Finland
1828,FI,36,1,31617433.0,29857921.0,31721103.0,31527528.0,30893157.0,33480803.0,Finland
1829,FI,36,2,18600153.0,18957408.0,19623314.0,23872546.0,24367085.0,33224823.0,Finland
1830,FI,37,1,15924983.0,15404017.0,16588213.0,15198380.0,13073117.0,15790955.0,Finland
1831,FI,37,2,1978663.0,1849819.0,1876520.0,996968.0,747805.0,800862.0,Finland
1832,FI,38,1,600271903.0,643845976.0,694869365.0,705574088.0,769684287.0,790760529.0,Finland
1833,FI,38,2,630758967.0,706092601.0,744186260.0,807197612.0,975805832.0,1107699116.0,Finland
1834,FI,39,1,2115070810.0,2314780574.0,2403508662.0,2308006650.0,2229596575.0,2592797614.0,Finland
1835,FI,39,2,1983490548.0,2134564227.0,2221639591.0,2152238754.0,2045379838.0,2720285258.0,Finland
1836,FI,40,1,600484309.0,665926995.0,687919673.0,691862322.0,666944981.0,907947888.0,Finland
1837,FI,40,2,427277004.0,482951029.0,482855785.0,479754975.0,394808512.0,518056268.0,Finland
1838,FI,41,1,13026770.0,15470114.0,11744958.0,10483378.0,6940412.0,7756715.0,Finland
1839,FI,41,2,33924773.0,31966660.0,28539696.0,19020478.0,15309721.0,21823721.0,Finland
1840,FI,42,1,163297771.0,169777273.0,170708642.0,170280358.0,143126347.0,147281844.0,Finland
1841,FI,42,2,34282607.0,36926592.0,36889676.0,39666435.0,33084745.0,41074446.0,Finland
1842,FI,43,1,168523770.0,137973713.0,158910077.0,137282828.0,131989503.0,237016304.0,Finland
1843,FI,43,2,311857692.0,439520459.0,324670140.0,302054672.0,169654359.0,361666825.0,Finland
1844,FI,44,1,731716502.0,751605262.0,1019606445.0,986954826.0,969418800.0,1060040938.0,Finland
1845,FI,44,2,2617874592.0,2922198617.0,2947584908.0,2769342531.0,2505972017.0,3830816608.0,Finland
1846,FI,45,1,5288598.0,5399426.0,5007903.0,5826325.0,4824993.0,4276780.0,Finland
1847,FI,45,2,137880.0,44292.0,74241.0,49767.0,50819.0,98416.0,Finland
1848,FI,46,1,5694913.0,5524244.0,5260621.0,6538186.0,7110211.0,9273751.0,Finland
1849,FI,46,2,353713.0,468952.0,546439.0,396337.0,506215.0,728314.0,Finland
1850,FI,47,1,243074098.0,268983541.0,322327476.0,227918803.0,117012060.0,105183361.0,Finland
1851,FI,47,2,1831136570.0,2038552550.0,2694250973.0,2455998647.0,1920495689.0,2643196886.0,Finland
1852,FI,48,1,505465862.0,507109646.0,535950027.0,523218459.0,513641962.0,576413294.0,Finland
1853,FI,48,2,7552792140.0,7723465622.0,8254220945.0,7945408591.0,6412973650.0,7227809395.0,Finland
1854,FI,49,1,125047581.0,125371259.0,127756130.0,124560673.0,108324989.0,107706552.0,Finland
1855,FI,49,2,131013472.0,120337639.0,107185001.0,61186537.0,29877471.0,31844509.0,Finland
1856,FI,50,1,241535.0,364420.0,680597.0,578647.0,344533.0,357795.0,Finland
1857,FI,50,2,255363.0,239437.0,120729.0,151206.0,98422.0,74392.0,Finland
1858,FI,51,1,16104969.0,15457571.0,16475865.0,16191714.0,15916252.0,21800648.0,Finland
1859,FI,51,2,1843313.0,1673697.0,2027196.0,1986049.0,1358886.0,1807786.0,Finland
1860,FI,52,1,13265566.0,14404295.0,14839187.0,12267753.0,10976001.0,11109412.0,Finland
1861,FI,52,2,7106721.0,7473339.0,7771504.0,8562772.0,6539984.0,6392817.0,Finland
1862,FI,53,1,2167869.0,2075719.0,2275348.0,2875454.0,2743325.0,3682208.0,Finland
1863,FI,53,2,1020855.0,1234616.0,1439316.0,1956764.0,2194026.0,3040161.0,Finland
1864,FI,54,1,48358537.0,52295165.0,47998721.0,51956640.0,44437099.0,46764000.0,Finland
1865,FI,54,2,3741812.0,3681214.0,4118476.0,4251970.0,3528743.0,4592709.0,Finland
1866,FI,55,1,52496181.0,57125023.0,62358217.0,57089718.0,53439576.0,61838673.0,Finland
1867,FI,55,2,3507845.0,4986778.0,5781828.0,4565182.0,2694850.0,3366929.0,Finland
1868,FI,56,1,84878230.0,90099938.0,86843639.0,90505329.0,97169474.0,114659726.0,Finland
1869,FI,56,2,87714119.0,91225621.0,95777117.0,101661517.0,111018074.0,123209379.0,Finland
1870,FI,57,1,60868900.0,75379988.0,86102876.0,89917879.0,78573524.0,81312846.0,Finland
1871,FI,57,2,12310992.0,13918292.0,13296359.0,11876812.0,10384951.0,7021912.0,Finland
1872,FI,58,1,12693479.0,11779619.0,13013529.0,12996117.0,11820484.0,12071818.0,Finland
1873,FI,58,2,8378326.0,8966918.0,9364768.0,9551646.0,7931939.0,8678109.0,Finland
1874,FI,59,1,80657903.0,83789019.0,87173966.0,88368055.0,79999642.0,89209422.0,Finland
1875,FI,59,2,81001209.0,80579000.0,81494608.0,80606217.0,86187627.0,87974738.0,Finland
1876,FI,60,1,15724018.0,15170647.0,17455582.0,16194722.0,15264707.0,17891148.0,Finland
1877,FI,60,2,9726662.0,11202846.0,12163354.0,12398015.0,11360575.0,12468678.0,Finland
1878,FI,61,1,622636171.0,643410649.0,630761353.0,650129467.0,606971402.0,603590017.0,Finland
1879,FI,61,2,83645837.0,92484927.0,84719008.0,79224836.0,73986015.0,74816521.0,Finland
1880,FI,62,1,669636587.0,668520335.0,694797333.0,707601984.0,653611318.0,615759814.0,Finland
1881,FI,62,2,172328140.0,179373332.0,181574036.0,181775548.0,164275349.0,155095666.0,Finland
1882,FI,63,1,173557263.0,184344050.0,182903373.0,202890928.0,423020741.0,285079212.0,Finland
1883,FI,63,2,72574904.0,88056411.0,85740583.0,85562057.0,53926756.0,60861055.0,Finland
1884,FI,64,1,308760687.0,332735925.0,358080241.0,338614985.0,312602840.0,304050675.0,Finland
1885,FI,64,2,104643599.0,115358350.0,116734501.0,126331669.0,96929187.0,112543835.0,Finland
1886,FI,65,1,52590176.0,55151131.0,51849812.0,58485206.0,56842837.0,58204639.0,Finland
1887,FI,65,2,7692953.0,8201016.0,8341832.0,8981437.0,7456808.0,9055896.0,Finland
1888,FI,66,1,4547320.0,4707223.0,4723313.0,6069262.0,5960537.0,7487251.0,Finland
1889,FI,66,2,549991.0,790510.0,760597.0,950788.0,956765.0,1101592.0,Finland
1890,FI,67,1,6135008.0,6883531.0,7126422.0,8303294.0,9037972.0,10241790.0,Finland
1891,FI,67,2,331350.0,404184.0,444484.0,959293.0,1449750.0,1045402.0,Finland
1892,FI,68,1,159542071.0,190123180.0,226836530.0,236553881.0,221509479.0,239345058.0,Finland
1893,FI,68,2,230462765.0,252798257.0,277165085.0,252831410.0,233640746.0,295663429.0,Finland
1894,FI,69,1,154296456.0,173068366.0,165880411.0,159717937.0,162396519.0,183695687.0,Finland
1895,FI,69,2,52393415.0,58479784.0,52578440.0,48302576.0,54647338.0,71144504.0,Finland
1896,FI,70,1,239395676.0,272640571.0,295708702.0,301087822.0,280697398.0,303174490.0,Finland
1897,FI,70,2,220699898.0,220288675.0,237929557.0,231648576.0,213562546.0,211403470.0,Finland
1898,FI,71,1,93640878.0,81321532.0,70733763.0,77180806.0,123652856.0,142906402.0,Finland
1899,FI,71,2,590602159.0,605456182.0,511060556.0,591657799.0,843463035.0,960192728.0,Finland
1900,FI,72,1,1880816446.0,2210050686.0,2347965757.0,2281424483.0,2072799007.0,3007100451.0,Finland
1901,FI,72,2,3355489779.0,3880471035.0,4148850744.0,3878217592.0,3576281381.0,5247768463.0,Finland
1902,FI,73,1,1351542312.0,2344487362.0,1909905403.0,1764428808.0,1600266176.0,2091541125.0,Finland
1903,FI,73,2,845071413.0,936249236.0,1438618278.0,2016839809.0,875563779.0,1113981532.0,Finland
1904,FI,74,1,352199224.0,421873583.0,467943117.0,447030407.0,457797461.0,629524887.0,Finland
1905,FI,74,2,952122431.0,1217446215.0,1235778531.0,1109870686.0,1463669975.0,1971498176.0,Finland
1906,FI,75,1,498481583.0,594593139.0,779404836.0,861370360.0,966826877.0,1249688393.0,Finland
1907,FI,75,2,490231442.0,668936849.0,905549348.0,919553267.0,895183964.0,906239557.0,Finland
1908,FI,76,1,435711137.0,470921234.0,522020718.0,493418319.0,450137802.0,612494877.0,Finland
1909,FI,76,2,371129044.0,402381292.0,429630250.0,440286817.0,403744480.0,491263676.0,Finland
