,iso2,partner_iso2,flow,sum_2016,sum_2017,sum_2018,sum_2019,sum_2020,sum_2021,ISO3,name
1952,GB,RU,1,5015997964.0,6425763846.0,8017357111.0,12773169545.0,0.0,0.0,GBR,United Kingdom
1953,GB,RU,2,3084026974.0,3219697615.0,2798423133.0,2998914389.0,0.0,0.0,GBR,United Kingdom
1954,GB,GE,1,29620932.0,10920780.0,12949007.0,21693117.0,0.0,0.0,GBR,United Kingdom
1955,GB,GE,2,125652388.0,111830658.0,68255857.0,90725985.0,0.0,0.0,GBR,United Kingdom
1956,GB,AM,1,758234.0,3491530.0,2949385.0,2432861.0,0.0,0.0,GBR,United Kingdom
1957,GB,AM,2,14811688.0,12427183.0,15741224.0,16526796.0,0.0,0.0,GBR,United Kingdom
1958,GB,AZ,1,131619622.0,79692405.0,229523605.0,137850977.0,0.0,0.0,GBR,United Kingdom
1959,GB,AZ,2,476495027.0,254828592.0,1093795315.0,2211345971.0,0.0,0.0,GBR,United Kingdom
1960,GB,KZ,1,604375218.0,683876842.0,380593254.0,408639355.0,0.0,0.0,GBR,United Kingdom
1961,GB,KZ,2,298188201.0,261070538.0,337054793.0,406207880.0,0.0,0.0,GBR,United Kingdom
1962,GB,TM,1,18203604.0,23484238.0,4443711.0,1912931.0,0.0,0.0,GBR,United Kingdom
1963,GB,TM,2,40878563.0,41726368.0,31058958.0,16928758.0,0.0,0.0,GBR,United Kingdom
1964,GB,UZ,1,2330146.0,2123418.0,2154461.0,2112641401.0,0.0,0.0,GBR,United Kingdom
1965,GB,UZ,2,39158851.0,33608033.0,34527829.0,46610214.0,0.0,0.0,GBR,United Kingdom
1966,GB,TJ,1,904425.0,677942.0,1205398.0,1499501.0,0.0,0.0,GBR,United Kingdom
1967,GB,TJ,2,2141500.0,1033106.0,2645591.0,4485326.0,0.0,0.0,GBR,United Kingdom
1968,GB,KG,1,29109193.0,113726853.0,556176378.0,714893033.0,0.0,0.0,GBR,United Kingdom
1969,GB,KG,2,4586156.0,7211787.0,4558790.0,4540958.0,0.0,0.0,GBR,United Kingdom
1970,GB,SI,1,484421321.0,474697605.0,477458560.0,504208884.0,0.0,0.0,GBR,United Kingdom
1971,GB,SI,2,298183140.0,310865564.0,370136260.0,321245068.0,0.0,0.0,GBR,United Kingdom
1972,GB,HR,1,121267011.0,133546328.0,160830214.0,191085507.0,0.0,0.0,GBR,United Kingdom
1973,GB,HR,2,201933979.0,216796898.0,277338363.0,242174813.0,0.0,0.0,GBR,United Kingdom
1974,GB,BA,1,23583356.0,24809700.0,22074007.0,19698416.0,0.0,0.0,GBR,United Kingdom
1975,GB,BA,2,26573974.0,30316905.0,28631889.0,29740542.0,0.0,0.0,GBR,United Kingdom
1976,GB,XK,1,796605.0,952182.0,1096071.0,1643268.0,0.0,0.0,GBR,United Kingdom
1977,GB,XK,2,5213510.0,5918811.0,7237488.0,8912326.0,0.0,0.0,GBR,United Kingdom
1978,GB,MK,1,51876494.0,67219363.0,92103959.0,131188363.0,0.0,0.0,GBR,United Kingdom
1979,GB,MK,2,804043468.0,908016888.0,951664537.0,1374007095.0,0.0,0.0,GBR,United Kingdom
1980,GB,ME,1,5234295.0,13649071.0,7863512.0,7360572.0,0.0,0.0,GBR,United Kingdom
1981,GB,ME,2,19765049.0,15591178.0,17787277.0,47311618.0,0.0,0.0,GBR,United Kingdom
1982,GB,XS,1,232822014.0,265814969.0,261607818.0,313107518.0,0.0,0.0,GBR,United Kingdom
1983,GB,XS,2,153074067.0,163942296.0,198735067.0,181533843.0,0.0,0.0,GBR,United Kingdom
1984,GB,MA,1,1168491487.0,758097727.0,751023567.0,710024678.0,0.0,0.0,GBR,United Kingdom
1985,GB,MA,2,1039794550.0,880969825.0,770667801.0,722695056.0,0.0,0.0,GBR,United Kingdom
1986,GB,DZ,1,810674108.0,1544909477.0,2466096372.0,2233165475.0,0.0,0.0,GBR,United Kingdom
1987,GB,DZ,2,502426212.0,379595818.0,380647565.0,409901647.0,0.0,0.0,GBR,United Kingdom
1988,GB,TN,1,167540274.0,172655701.0,170826712.0,209743183.0,0.0,0.0,GBR,United Kingdom
1989,GB,TN,2,222169210.0,170910251.0,181171631.0,196984805.0,0.0,0.0,GBR,United Kingdom
1990,GB,LY,1,288607718.0,961334473.0,706875880.0,224102370.0,0.0,0.0,GBR,United Kingdom
1991,GB,LY,2,184028693.0,211389979.0,143390839.0,179899826.0,0.0,0.0,GBR,United Kingdom
1992,GB,EG,1,761681565.0,726265735.0,879183970.0,929899916.0,0.0,0.0,GBR,United Kingdom
1993,GB,EG,2,1475043593.0,1376742306.0,1295498660.0,1442890499.0,0.0,0.0,GBR,United Kingdom
1994,GB,SD,1,9348095.0,11893213.0,9840373.0,8477805.0,0.0,0.0,GBR,United Kingdom
1995,GB,SD,2,82780267.0,89674681.0,79699849.0,92823298.0,0.0,0.0,GBR,United Kingdom
1996,GB,SS,1,85976.0,19498.0,17361.0,63905.0,0.0,0.0,GBR,United Kingdom
1997,GB,SS,2,2001905.0,2720738.0,2303300.0,6659668.0,0.0,0.0,GBR,United Kingdom
1998,GB,MR,1,3524952.0,2571466.0,452883.0,1926732.0,0.0,0.0,GBR,United Kingdom
1999,GB,MR,2,11578061.0,16760807.0,8132062.0,27427416.0,0.0,0.0,GBR,United Kingdom
2000,GB,EH,2,22739.0,25242.0,0.0,0.0,0.0,0.0,GBR,United Kingdom
2001,GB,ML,1,557095.0,431868.0,1439417.0,4220763.0,0.0,0.0,GBR,United Kingdom
2002,GB,ML,2,25372742.0,45163521.0,58798613.0,40872089.0,0.0,0.0,GBR,United Kingdom
2003,GB,BF,1,2030116.0,3534284.0,5982619.0,2783319.0,0.0,0.0,GBR,United Kingdom
2004,GB,BF,2,11011038.0,11534134.0,19194399.0,45977735.0,0.0,0.0,GBR,United Kingdom
2005,GB,NE,1,299431.0,93580.0,1998813.0,311665.0,0.0,0.0,GBR,United Kingdom
2006,GB,NE,2,4741684.0,7586718.0,2801789.0,4744448.0,0.0,0.0,GBR,United Kingdom
2007,GB,TD,1,863384.0,767117.0,279681.0,1188104.0,0.0,0.0,GBR,United Kingdom
2008,GB,TD,2,3134120.0,8362647.0,23473097.0,32670315.0,0.0,0.0,GBR,United Kingdom
2009,GB,CV,1,106346.0,266163.0,57123.0,1151173.0,0.0,0.0,GBR,United Kingdom
2010,GB,CV,2,4580766.0,2373112.0,1808502.0,4034210.0,0.0,0.0,GBR,United Kingdom
2011,GB,SN,1,46722417.0,43398990.0,51436064.0,51605156.0,0.0,0.0,GBR,United Kingdom
2012,GB,SN,2,111132184.0,226090927.0,190276271.0,199731495.0,0.0,0.0,GBR,United Kingdom
2013,GB,GM,1,4647302.0,3282886.0,3181988.0,4414731.0,0.0,0.0,GBR,United Kingdom
2014,GB,GM,2,24659513.0,30678796.0,31520734.0,37494234.0,0.0,0.0,GBR,United Kingdom
2015,GB,GW,1,19864.0,280677.0,155679.0,415842.0,0.0,0.0,GBR,United Kingdom
2016,GB,GW,2,1140080.0,835046.0,818262.0,550864.0,0.0,0.0,GBR,United Kingdom
2017,GB,GN,1,290386.0,191212.0,1435879.0,713236.0,0.0,0.0,GBR,United Kingdom
2018,GB,GN,2,26083432.0,24733287.0,24480439.0,27970865.0,0.0,0.0,GBR,United Kingdom
2019,GB,SL,1,871905.0,7932406.0,1626996.0,1492894.0,0.0,0.0,GBR,United Kingdom
2020,GB,SL,2,35083414.0,35725142.0,34793720.0,39203221.0,0.0,0.0,GBR,United Kingdom
2021,GB,LR,1,5088531.0,979094.0,82831629.0,423927.0,0.0,0.0,GBR,United Kingdom
2022,GB,LR,2,16400469.0,16805244.0,15379890.0,9390415.0,0.0,0.0,GBR,United Kingdom
2023,GB,CI,1,342283690.0,326228729.0,255374440.0,275841764.0,0.0,0.0,GBR,United Kingdom
2024,GB,CI,2,103400589.0,126576041.0,101761004.0,79373995.0,0.0,0.0,GBR,United Kingdom
2025,GB,GH,1,237783315.0,222260576.0,458830944.0,323876128.0,0.0,0.0,GBR,United Kingdom
2026,GB,GH,2,672566353.0,433863572.0,399898811.0,420552426.0,0.0,0.0,GBR,United Kingdom
2027,GB,TG,1,488161.0,594531.0,3866731.0,1521113.0,0.0,0.0,GBR,United Kingdom
2028,GB,TG,2,150885810.0,41573306.0,61722819.0,24538992.0,0.0,0.0,GBR,United Kingdom
2029,GB,BJ,1,1489831.0,752437.0,1449187.0,1312181.0,0.0,0.0,GBR,United Kingdom
2030,GB,BJ,2,25647454.0,20272698.0,21156510.0,31834951.0,0.0,0.0,GBR,United Kingdom
2031,GB,NG,1,1046716887.0,1487953926.0,2616906343.0,1594357579.0,0.0,0.0,GBR,United Kingdom
2032,GB,NG,2,1151763969.0,1281093617.0,1496538330.0,1489860443.0,0.0,0.0,GBR,United Kingdom
2033,GB,CM,1,76896408.0,54362598.0,45219616.0,54356105.0,0.0,0.0,GBR,United Kingdom
2034,GB,CM,2,51267658.0,49257277.0,50727868.0,49633382.0,0.0,0.0,GBR,United Kingdom
2035,GB,CF,1,95130.0,2759.0,19337.0,95487.0,0.0,0.0,GBR,United Kingdom
2036,GB,CF,2,2402034.0,1475931.0,5372390.0,2661302.0,0.0,0.0,GBR,United Kingdom
2037,GB,GQ,1,168795873.0,65508605.0,24061254.0,37278814.0,0.0,0.0,GBR,United Kingdom
2038,GB,GQ,2,25571843.0,28549674.0,30182482.0,48130625.0,0.0,0.0,GBR,United Kingdom
2039,GB,ST,1,14587.0,40235.0,16420.0,24968.0,0.0,0.0,GBR,United Kingdom
2040,GB,ST,2,175780.0,3021097.0,346822.0,161101.0,0.0,0.0,GBR,United Kingdom
2041,GB,GA,1,95027673.0,30570666.0,2893210.0,1986055.0,0.0,0.0,GBR,United Kingdom
2042,GB,GA,2,28598146.0,47412053.0,31997470.0,46336915.0,0.0,0.0,GBR,United Kingdom
2043,GB,CG,1,24212612.0,18986809.0,42477289.0,24975940.0,0.0,0.0,GBR,United Kingdom
2044,GB,CG,2,152917946.0,66187079.0,33986780.0,32264940.0,0.0,0.0,GBR,United Kingdom
2045,GB,CD,1,13813605.0,6937742.0,5556446.0,5771415.0,0.0,0.0,GBR,United Kingdom
2046,GB,CD,2,23689103.0,25914154.0,31851518.0,29472924.0,0.0,0.0,GBR,United Kingdom
2047,GB,RW,1,11320615.0,11709279.0,10627395.0,15545045.0,0.0,0.0,GBR,United Kingdom
2048,GB,RW,2,8889264.0,10409616.0,14832813.0,15604594.0,0.0,0.0,GBR,United Kingdom
2049,GB,BI,1,988418.0,669708.0,671734.0,592137.0,0.0,0.0,GBR,United Kingdom
2050,GB,BI,2,2471076.0,3260817.0,4689570.0,6216338.0,0.0,0.0,GBR,United Kingdom
2051,GB,SH,1,742437.0,490397.0,618452.0,1054178.0,0.0,0.0,GBR,United Kingdom
2052,GB,SH,2,20162968.0,17917234.0,19179593.0,20332390.0,0.0,0.0,GBR,United Kingdom
2053,GB,AO,1,342558460.0,129845950.0,77988786.0,20633882.0,0.0,0.0,GBR,United Kingdom
2054,GB,AO,2,450535113.0,439214808.0,221659382.0,259335476.0,0.0,0.0,GBR,United Kingdom
2055,GB,ET,1,49879327.0,195449672.0,160869083.0,259143641.0,0.0,0.0,GBR,United Kingdom
2056,GB,ET,2,220445358.0,274858056.0,308592122.0,551892459.0,0.0,0.0,GBR,United Kingdom
2057,GB,ER,1,138159.0,10634.0,33684.0,79935.0,0.0,0.0,GBR,United Kingdom
2058,GB,ER,2,2226014.0,1200688.0,4980738.0,2122509.0,0.0,0.0,GBR,United Kingdom
2059,GB,DJ,1,4285409.0,5176675.0,5384419.0,5443458.0,0.0,0.0,GBR,United Kingdom
2060,GB,DJ,2,11108791.0,12054713.0,12227792.0,20982029.0,0.0,0.0,GBR,United Kingdom
2061,GB,SO,1,248441.0,267318.0,810021.0,931615.0,0.0,0.0,GBR,United Kingdom
2062,GB,SO,2,9981218.0,13419954.0,15355172.0,14036901.0,0.0,0.0,GBR,United Kingdom
2063,GB,KE,1,373785658.0,362051462.0,386523572.0,341124498.0,0.0,0.0,GBR,United Kingdom
2064,GB,KE,2,374181614.0,388715713.0,425449231.0,383124883.0,0.0,0.0,GBR,United Kingdom
2065,GB,UG,1,17776959.0,16970983.0,14231161.0,15333787.0,0.0,0.0,GBR,United Kingdom
2066,GB,UG,2,53792966.0,50283757.0,44927276.0,44194456.0,0.0,0.0,GBR,United Kingdom
2067,GB,TZ,1,27236635.0,19397593.0,17419092.0,18244925.0,0.0,0.0,GBR,United Kingdom
2068,GB,TZ,2,125505257.0,98713119.0,124533204.0,128277005.0,0.0,0.0,GBR,United Kingdom
2069,GB,SC,1,76608164.0,69586892.0,74559646.0,69743760.0,0.0,0.0,GBR,United Kingdom
2070,GB,SC,2,25711082.0,27188500.0,69414782.0,30192737.0,0.0,0.0,GBR,United Kingdom
2071,GB,IO,1,46559.0,71462.0,3678.0,20606.0,0.0,0.0,GBR,United Kingdom
2072,GB,IO,2,350291.0,39512.0,10907.0,44770.0,0.0,0.0,GBR,United Kingdom
2073,GB,MZ,1,89091039.0,95734501.0,118143123.0,29147107.0,0.0,0.0,GBR,United Kingdom
2074,GB,MZ,2,16252953.0,24929420.0,26885645.0,122938663.0,0.0,0.0,GBR,United Kingdom
2075,GB,MG,1,39817662.0,39882194.0,44407960.0,45472601.0,0.0,0.0,GBR,United Kingdom
2076,GB,MG,2,17818755.0,29473546.0,11671496.0,12211393.0,0.0,0.0,GBR,United Kingdom
2077,GB,MU,1,190956912.0,198437379.0,162380416.0,142965339.0,0.0,0.0,GBR,United Kingdom
2078,GB,MU,2,81095934.0,91126952.0,87264594.0,88964161.0,0.0,0.0,GBR,United Kingdom
2079,GB,KM,1,87587.0,55047.0,347423.0,104756.0,0.0,0.0,GBR,United Kingdom
2080,GB,KM,2,1218015.0,1357193.0,1424301.0,2010141.0,0.0,0.0,GBR,United Kingdom
2081,GB,ZM,1,27950395.0,15150476.0,7013873.0,9432760.0,0.0,0.0,GBR,United Kingdom
2082,GB,ZM,2,55692877.0,68262487.0,86390713.0,75476145.0,0.0,0.0,GBR,United Kingdom
2083,GB,ZW,1,53696647.0,90764782.0,94713588.0,79825759.0,0.0,0.0,GBR,United Kingdom
2084,GB,ZW,2,33017914.0,33589548.0,51191515.0,44572731.0,0.0,0.0,GBR,United Kingdom
2085,GB,MW,1,23953023.0,32344955.0,27172282.0,24798162.0,0.0,0.0,GBR,United Kingdom
2086,GB,MW,2,16401431.0,15748050.0,16801059.0,17599254.0,0.0,0.0,GBR,United Kingdom
2087,GB,ZA,1,8738006548.0,6844404480.0,6873329527.0,7560753291.0,0.0,0.0,GBR,United Kingdom
2088,GB,ZA,2,2394296714.0,2419293539.0,2184147650.0,2092440040.0,0.0,0.0,GBR,United Kingdom
2089,GB,NA,1,46276859.0,43256880.0,38043979.0,47174617.0,0.0,0.0,GBR,United Kingdom
2090,GB,NA,2,36945396.0,48516149.0,49196205.0,46686737.0,0.0,0.0,GBR,United Kingdom
2091,GB,BW,1,135783841.0,50699812.0,46527220.0,18178002.0,0.0,0.0,GBR,United Kingdom
2092,GB,BW,2,59174899.0,33300476.0,37590039.0,35620769.0,0.0,0.0,GBR,United Kingdom
2093,GB,SZ,1,34406957.0,9638809.0,17251884.0,8898273.0,0.0,0.0,GBR,United Kingdom
2094,GB,SZ,2,3637796.0,3240045.0,3097107.0,3871013.0,0.0,0.0,GBR,United Kingdom
2095,GB,LS,1,1065897.0,1085113.0,1046920.0,1017468.0,0.0,0.0,GBR,United Kingdom
2096,GB,LS,2,2431979.0,1084307.0,1673162.0,1207727.0,0.0,0.0,GBR,United Kingdom
2097,GB,US,1,53504002721.0,53951222123.0,55425489049.0,61971808072.0,0.0,0.0,GBR,United Kingdom
2098,GB,US,2,54775475698.0,51945680756.0,55383581822.0,65144190668.0,0.0,0.0,GBR,United Kingdom
2099,GB,CA,1,12352568191.0,13337757270.0,11534744124.0,14385215700.0,0.0,0.0,GBR,United Kingdom
2100,GB,CA,2,5566775458.0,5502825574.0,6169838399.0,5983098895.0,0.0,0.0,GBR,United Kingdom
2101,GB,GL,1,6764815.0,6395377.0,3629612.0,3683161.0,0.0,0.0,GBR,United Kingdom
2102,GB,GL,2,2825996.0,3794671.0,2557132.0,2785144.0,0.0,0.0,GBR,United Kingdom
2103,GB,PM,2,29180.0,4413.0,2210.0,17301.0,0.0,0.0,GBR,United Kingdom
2104,GB,MX,1,2263574078.0,2205649859.0,2422500594.0,3083059526.0,0.0,0.0,GBR,United Kingdom
2105,GB,MX,2,1514658729.0,1754629035.0,1692774794.0,1592650721.0,0.0,0.0,GBR,United Kingdom
2106,GB,BM,1,31280095.0,2228937.0,10120709.0,4751908.0,0.0,0.0,GBR,United Kingdom
2107,GB,BM,2,26746177.0,129932718.0,66028072.0,32763502.0,0.0,0.0,GBR,United Kingdom
2108,GB,GT,1,114256007.0,102879597.0,96383853.0,112518981.0,0.0,0.0,GBR,United Kingdom
2109,GB,GT,2,34654370.0,39931491.0,37706681.0,66867095.0,0.0,0.0,GBR,United Kingdom
2110,GB,BZ,1,66128616.0,60532891.0,100762932.0,87567560.0,0.0,0.0,GBR,United Kingdom
2111,GB,BZ,2,17078554.0,17636034.0,7955544.0,8682617.0,0.0,0.0,GBR,United Kingdom
2112,GB,HN,1,114430293.0,128298831.0,121884090.0,141675509.0,0.0,0.0,GBR,United Kingdom
2113,GB,HN,2,13501184.0,12335957.0,12833377.0,11623527.0,0.0,0.0,GBR,United Kingdom
2114,GB,SV,1,22873647.0,16294150.0,17231465.0,18334405.0,0.0,0.0,GBR,United Kingdom
2115,GB,SV,2,23330976.0,24381133.0,31706927.0,48605790.0,0.0,0.0,GBR,United Kingdom
2116,GB,NI,1,46123814.0,64712195.0,55126413.0,57969691.0,0.0,0.0,GBR,United Kingdom
2117,GB,NI,2,8774024.0,7601863.0,6108080.0,5091349.0,0.0,0.0,GBR,United Kingdom
2118,GB,CR,1,283791429.0,298320016.0,268771752.0,304774961.0,0.0,0.0,GBR,United Kingdom
2119,GB,CR,2,79306957.0,76681937.0,73094096.0,64988311.0,0.0,0.0,GBR,United Kingdom
2120,GB,PA,1,32618512.0,28813299.0,18732383.0,27242458.0,0.0,0.0,GBR,United Kingdom
2121,GB,PA,2,155177927.0,153995927.0,187278039.0,186975195.0,0.0,0.0,GBR,United Kingdom
2122,GB,AI,1,34209.0,149837.0,61111.0,1318591.0,0.0,0.0,GBR,United Kingdom
2123,GB,AI,2,2310315.0,636372.0,1098462.0,1086593.0,0.0,0.0,GBR,United Kingdom
2124,GB,CU,1,12223025.0,13146964.0,8370758.0,8263117.0,0.0,0.0,GBR,United Kingdom
2125,GB,CU,2,31123572.0,28147873.0,12652358.0,15237267.0,0.0,0.0,GBR,United Kingdom
2126,GB,KN,1,401224.0,266008.0,748488.0,452780.0,0.0,0.0,GBR,United Kingdom
2127,GB,KN,2,6664597.0,8307973.0,6017119.0,9164248.0,0.0,0.0,GBR,United Kingdom
2128,GB,HT,1,6194834.0,8807958.0,7525664.0,10163982.0,0.0,0.0,GBR,United Kingdom
2129,GB,HT,2,14918914.0,18408033.0,12467700.0,11103492.0,0.0,0.0,GBR,United Kingdom
2130,GB,BS,1,6778866.0,6586908.0,5966553.0,3460466.0,0.0,0.0,GBR,United Kingdom
2131,GB,BS,2,29365788.0,32597264.0,58014382.0,40823688.0,0.0,0.0,GBR,United Kingdom
2132,GB,TC,1,61789.0,215177.0,2278109.0,367760.0,0.0,0.0,GBR,United Kingdom
2133,GB,TC,2,3322889.0,3390414.0,5564297.0,4787966.0,0.0,0.0,GBR,United Kingdom
2134,GB,DO,1,211270615.0,155435054.0,119481723.0,133469580.0,0.0,0.0,GBR,United Kingdom
2135,GB,DO,2,125016585.0,113770449.0,116491880.0,113355065.0,0.0,0.0,GBR,United Kingdom
2136,GB,VI,1,3525285.0,1112954.0,544069.0,1015074.0,0.0,0.0,GBR,United Kingdom
2137,GB,VI,2,3142000.0,5096167.0,4148177.0,7691500.0,0.0,0.0,GBR,United Kingdom
2138,GB,AG,1,26377083.0,4211211.0,1339039.0,3697127.0,0.0,0.0,GBR,United Kingdom
2139,GB,AG,2,19085288.0,19067393.0,19849060.0,16508805.0,0.0,0.0,GBR,United Kingdom
2140,GB,DM,1,840964.0,1119897.0,657499.0,1536375.0,0.0,0.0,GBR,United Kingdom
2141,GB,DM,2,10621526.0,9417788.0,11424540.0,12084837.0,0.0,0.0,GBR,United Kingdom
2142,GB,KY,1,120670488.0,25587435.0,1227094.0,2302075.0,0.0,0.0,GBR,United Kingdom
2143,GB,KY,2,257132593.0,40587288.0,18210117.0,22183227.0,0.0,0.0,GBR,United Kingdom
2144,GB,JM,1,49985534.0,72357123.0,45044065.0,43608909.0,0.0,0.0,GBR,United Kingdom
2145,GB,JM,2,64212319.0,85296488.0,56922755.0,63277473.0,0.0,0.0,GBR,United Kingdom
2146,GB,LC,1,6693019.0,7169827.0,6533206.0,5779180.0,0.0,0.0,GBR,United Kingdom
2147,GB,LC,2,23358812.0,22529689.0,21524301.0,22427526.0,0.0,0.0,GBR,United Kingdom
2148,GB,BL,1,91792.0,115633.0,236927.0,195151.0,0.0,0.0,GBR,United Kingdom
2149,GB,BL,2,2339927.0,1119209.0,1268226.0,2463769.0,0.0,0.0,GBR,United Kingdom
2150,GB,VC,1,1439105.0,738553.0,814229.0,1532710.0,0.0,0.0,GBR,United Kingdom
2151,GB,VC,2,13111435.0,14161215.0,14778658.0,16073467.0,0.0,0.0,GBR,United Kingdom
2152,GB,VG,1,8042014.0,9119905.0,3908407.0,6261364.0,0.0,0.0,GBR,United Kingdom
2153,GB,VG,2,49975629.0,26948749.0,19870897.0,14750234.0,0.0,0.0,GBR,United Kingdom
2154,GB,BB,1,5946065.0,6839006.0,5767701.0,8211345.0,0.0,0.0,GBR,United Kingdom
2155,GB,BB,2,56619209.0,49999842.0,43212831.0,50651579.0,0.0,0.0,GBR,United Kingdom
2156,GB,MS,1,24419.0,35789.0,585821.0,286887.0,0.0,0.0,GBR,United Kingdom
2157,GB,MS,2,19026190.0,1770936.0,1902164.0,961429.0,0.0,0.0,GBR,United Kingdom
2158,GB,TT,1,74895433.0,140186535.0,178614724.0,116682209.0,0.0,0.0,GBR,United Kingdom
2159,GB,TT,2,148719944.0,122344477.0,151317620.0,121510284.0,0.0,0.0,GBR,United Kingdom
2160,GB,GD,1,1232952.0,979936.0,414186.0,457111.0,0.0,0.0,GBR,United Kingdom
2161,GB,GD,2,9803756.0,11450747.0,15396706.0,10829349.0,0.0,0.0,GBR,United Kingdom
2162,GB,AW,1,105319.0,70631.0,79856.0,95723.0,0.0,0.0,GBR,United Kingdom
2163,GB,AW,2,21839845.0,31710743.0,18248517.0,13635764.0,0.0,0.0,GBR,United Kingdom
2164,GB,CW,1,308323.0,653473.0,303885.0,1144367.0,0.0,0.0,GBR,United Kingdom
2165,GB,CW,2,12105682.0,11987565.0,11637891.0,10075369.0,0.0,0.0,GBR,United Kingdom
2166,GB,BQ,1,10679.0,0.0,4357.0,412886.0,0.0,0.0,GBR,United Kingdom
2167,GB,BQ,2,4542055.0,2292801.0,3457116.0,1097620.0,0.0,0.0,GBR,United Kingdom
2168,GB,SX,1,15774994.0,97074.0,276677.0,275292.0,0.0,0.0,GBR,United Kingdom
2169,GB,SX,2,7806106.0,7151358.0,7534349.0,8490081.0,0.0,0.0,GBR,United Kingdom
2170,GB,CO,1,587839789.0,545627581.0,499708069.0,525766982.0,0.0,0.0,GBR,United Kingdom
2171,GB,CO,2,318765521.0,517971558.0,447387435.0,614936611.0,0.0,0.0,GBR,United Kingdom
2172,GB,VE,1,153212836.0,109989357.0,43775681.0,40290474.0,0.0,0.0,GBR,United Kingdom
2173,GB,VE,2,128701276.0,76766381.0,63984475.0,26217233.0,0.0,0.0,GBR,United Kingdom
2174,GB,GY,1,35276413.0,61618478.0,33566743.0,39596048.0,0.0,0.0,GBR,United Kingdom
2175,GB,GY,2,39933346.0,36212214.0,32338990.0,53114256.0,0.0,0.0,GBR,United Kingdom
2176,GB,SR,1,375119.0,589238.0,816326.0,665064.0,0.0,0.0,GBR,United Kingdom
2177,GB,SR,2,14711194.0,12166716.0,8031144.0,13959053.0,0.0,0.0,GBR,United Kingdom
2178,GB,EC,1,139484996.0,186449559.0,173877705.0,159994185.0,0.0,0.0,GBR,United Kingdom
2179,GB,EC,2,48178786.0,110487935.0,106251490.0,109769014.0,0.0,0.0,GBR,United Kingdom
2180,GB,PE,1,374691651.0,403703680.0,449275392.0,532076620.0,0.0,0.0,GBR,United Kingdom
2181,GB,PE,2,190587916.0,202374123.0,193830041.0,186648748.0,0.0,0.0,GBR,United Kingdom
2182,GB,BR,1,2951835031.0,2803231427.0,2571965004.0,2711927905.0,0.0,0.0,GBR,United Kingdom
2183,GB,BR,2,2280293732.0,2040441650.0,2152629843.0,2187778804.0,0.0,0.0,GBR,United Kingdom
2184,GB,CL,1,762488688.0,787830186.0,1054626641.0,922317317.0,0.0,0.0,GBR,United Kingdom
2185,GB,CL,2,545770603.0,676353455.0,653497744.0,781256789.0,0.0,0.0,GBR,United Kingdom
2186,GB,BO,1,55257165.0,48863507.0,38768741.0,44427318.0,0.0,0.0,GBR,United Kingdom
2187,GB,BO,2,21162577.0,21607677.0,35990698.0,22719142.0,0.0,0.0,GBR,United Kingdom
2188,GB,PY,1,123525968.0,79329503.0,94557495.0,82100995.0,0.0,0.0,GBR,United Kingdom
2189,GB,PY,2,35647971.0,37937210.0,41930074.0,37004789.0,0.0,0.0,GBR,United Kingdom
2190,GB,UY,1,73575989.0,63749714.0,65531616.0,57521865.0,0.0,0.0,GBR,United Kingdom
2191,GB,UY,2,146662001.0,199576970.0,152169185.0,155460759.0,0.0,0.0,GBR,United Kingdom
2192,GB,AR,1,746744049.0,801257015.0,794025317.0,780991910.0,0.0,0.0,GBR,United Kingdom
2193,GB,AR,2,361050700.0,392458168.0,411340270.0,445915749.0,0.0,0.0,GBR,United Kingdom
2194,GB,FK,1,24671890.0,5332179.0,8284675.0,6588506.0,0.0,0.0,GBR,United Kingdom
2195,GB,FK,2,56928367.0,51483930.0,59112489.0,68992822.0,0.0,0.0,GBR,United Kingdom
2196,GB,CY,1,209975487.0,169907707.0,185712730.0,272274604.0,0.0,0.0,GBR,United Kingdom
2197,GB,CY,2,393708203.0,431359596.0,446006090.0,494858328.0,0.0,0.0,GBR,United Kingdom
2198,GB,LB,1,35798712.0,43704052.0,37670438.0,44297366.0,0.0,0.0,GBR,United Kingdom
2199,GB,LB,2,407038753.0,421302568.0,390750370.0,347527734.0,0.0,0.0,GBR,United Kingdom
2200,GB,SY,1,3934925.0,4440633.0,4147469.0,3379965.0,0.0,0.0,GBR,United Kingdom
2201,GB,SY,2,6418597.0,10096933.0,12174091.0,13454144.0,0.0,0.0,GBR,United Kingdom
2202,GB,IQ,1,9214027.0,6424205.0,2113689.0,2839370.0,0.0,0.0,GBR,United Kingdom
2203,GB,IQ,2,269183897.0,368999162.0,399914717.0,445818452.0,0.0,0.0,GBR,United Kingdom
2204,GB,IR,1,54943969.0,29173423.0,34476589.0,21666897.0,0.0,0.0,GBR,United Kingdom
2205,GB,IR,2,171455361.0,257230980.0,186731081.0,93673906.0,0.0,0.0,GBR,United Kingdom
2206,GB,IL,1,1191630194.0,1238322952.0,1213764227.0,1327362980.0,0.0,0.0,GBR,United Kingdom
2207,GB,IL,2,1310654951.0,1359454289.0,1230956724.0,1670366336.0,0.0,0.0,GBR,United Kingdom
2208,GB,PS,1,3817161.0,3967893.0,4535959.0,4531294.0,0.0,0.0,GBR,United Kingdom
2209,GB,PS,2,9165564.0,6418779.0,7405393.0,3816232.0,0.0,0.0,GBR,United Kingdom
